;KEY;CowKEY;Records source;Farm;Cow Code;Cow Name;Calving No;CowCalvingKEY;Date;Week;CowCalvPeakProdAvg;CowCalvPeakProdAvgDIM;DistProdToday;DistProdAvg;DistFarm;DistFPM;DistWeight;DistJaanos;DistSyo;DistLyps;AngleProdToday;AngleProdAvg;AngleFarm;AngleFPM;AngleWeight;AngleJaanos;AngleSyo;AngleLyps;SlopeProdToday;SlopeProdAvg;SlopeFarm;SlopeFPM;SlopeWeight;SlopeJaanos;SlopeSyo;SlopeLyps;DiffProdToday;DiffProdAvg;DiffFarm;DiffFPM;DiffWeight;DiffJaanos;DiffSyo;DiffLyps;DiffDIM;DIM-P2;DIM-P1;Lypsy-P2;Lypsy-P1;Syo-P2;Syo-P1;Jaanos-P2;Jaanos-P1;Weight-P2;Weight-P1;FeedPerMilk-P2;FeedPerMilk-P1;FarmProd-P2;FarmProd-P1;ProdAvg-P2;ProdAvg-P1;ProdToday-P2;ProdToday-P1;Unnamed: 63
5137;LR-114255-88-Manhattan-20180104-1-55-32,5;LR-114255-88-Manhattan;LR;114255;88;Manhattan;1;114255-88-Manhattan-1;20180104;1;33,7;55;15,08509198;16,63850955;15,16003987;15,0002187;15,13274595;15,01044969;15,22709427;15,0119952;0,106264863;0,447519975;-0,145432587;0,005399948;-0,132551532;0,037316003;0,17292222;0,039978687;0,106666667;0,48;-0,146466667;0,0054;-0,133333333;0,037333333;0,174666667;0,04;1,6;7,2;-2,197;0,081;-2;0,56;2,62;0,6;15;28;13;2,9;2,3;6,17;3,55;0,63;0,07;588;590;0,224;0,143;31,269;33,466;29,1;21,9;27,1;25,5;
5153;LR-13833-862-LÃ¤mpÃ¶inen-20160815-1-79-22,9;LR-13833-862-LÃ¤mpÃ¶inen;LR;13833;862;LÃ¤mpÃ¶inen;1;13833-862-LÃ¤mpÃ¶inen-1;20160815;34;22,3;79;24,0840196;24,46405526;22,02610233;22,00000082;24,59674775;22,00738285;22,1117254;22,02271555;0,4190675;0,452679127;0,048688762;-0,000272727;-0,463647609;-0,025903296;0,100568661;0,045423279;0,445454545;0,486363636;0,048727273;-0,000272727;-0,5;-0,025909091;0,100909091;0,045454545;9,8;10,7;1,072;-0,006;-11;-0,57;2,22;1;22;26;4;2;1;3,86;1,64;0,07;0,64;605;616;0,213;0,219;29,178;28,106;19,3;8,6;19,6;9,8;
5154;LR-13833-885-Ledi-20180308-2-63-46,6;LR-13833-885-Ledi;LR;13833;885;Ledi;2;13833-885-Ledi-2;20180308;10;48;63;23,88911886;22,79824555;3,003848199;3,002520441;764,00589;3,112699793;4,802343178;4,459820624;1,444883701;1,438824505;-0,050623378;0,040977049;-1,566869645;-0,269915036;0,896055385;0,832981267;7,9;7,533333333;-0,050666667;0,041;-254,6666667;-0,276666667;1,25;1,1;23,7;22,6;-0,152;0,123;-764;-0,83;3,75;3,3;3;4;1;3,3;0;3,75;0;0,17;1;0;764;0,123;0;31,019;31,171;31,8;9,2;32,9;9,2;
5173;LR-17443-705-Loiste-20170206-1-117-43,8;LR-17443-705-Loiste;LR;17443;705;Loiste;1;17443-705-Loiste-1;20170206;6;45,3;117;40,89315346;40,83185031;40,0455276;40,0000018;70,45565982;40,000245;40,04947066;40,00112498;0,209385393;0,202198597;0,047688815;0,0003;-0,967046993;0,003499986;0,049709016;-0,007499859;0,2125;0,205;0,047725;0,0003;-1,45;0,0035;0,04975;-0,0075;8,5;8,2;1,909;0,012;-58;0,14;1,99;-0,3;40;54;14;3,7;4;7,57;5,58;0,23;0,09;696;754;0,189;0,177;35,441;33,532;40,8;32,6;40;31,5;
5177;LR-17750-109-Jippii-20161219-3-92-46,8;LR-17750-109-Jippii;LR;17750;109;Jippii;3;17750-109-Jippii-3;20161219;52;50,1;92;1,280624847;1,280624847;1,013848608;1,000060498;3,16227766;1,00019998;1,203702621;1;-0,674740942;0,674740942;-0,165472984;0,010999556;1,249045772;0,019997334;0,590306747;0;-0,8;0,8;-0,167;0,011;3;0,02;0,67;0;-0,8;0,8;-0,167;0,011;3;0,02;0,67;0;1;19;18;3,3;3,3;7,34;6,67;0,16;0,14;652;649;0,15;0,139;34,309;34,476;49,8;49;51,6;52,4;
5182;LR-17750-245-Love-20161219-1-87-39,8;LR-17750-245-Love;LR;17750;245;Love;1;17750-245-Love-1;20161219;52;39,1;87;2,059126028;1,414213562;1,013848608;1,00014449;1;1,141271221;1,100727032;1;1,063697822;0,785398163;-0,165472984;0,016998363;0;-0,502843211;0,431138741;0;1,8;1;-0,167;0,017;0;-0,55;0,46;0;1,8;1;-0,167;0,017;0;-0,55;0,46;0;1;14;13;2;2;5,1;4,64;0,66;1,21;595;595;0,267;0,25;34,309;34,476;20;19;23,1;21,3;
5203;LR-2178-1109-Lammin Karima-20180208-3-75-48,8;LR-2178-1109-Lammin Karima;LR;2178;1109;Lammin Karima;3;2178-1109-Lammin Karima-3;20180208;6;48,1;75;15,74293492;15,07846146;14,01626288;14,00001157;24,41311123;14,00000357;14,03931978;14,00571312;0,475010756;0,380506377;-0,048176978;0,001285714;0,960070362;0,000714286;0,074859848;-0,028563658;0,514285714;0,4;-0,048214286;0,001285714;1,428571429;0,000714286;0,075;-0,028571429;7,2;5,6;-0,675;0,018;20;0,01;1,05;-0,4;14;48;34;2,6;3;6,09;5,04;0,09;0,08;492;472;0,145;0,127;32,757;33,432;42,8;37,2;45,1;37,9;
5219;LR-37562-42-Metsätähti-20180405-2-76-48,6;LR-37562-42-Metsätähti;LR;37562;42;Metsätähti;2;37562-42-Metsätähti-2;20180405;14;48,9;76;22,6715681;27,37535388;15,05149614;15,00072028;64,76109943;15,00003;15,02185408;15,02697574;0,847816973;0,990898916;0,082743977;-0,009799686;1,337053146;0,001999997;0,053947604;0,059928155;1,133333333;1,526666667;0,082933333;-0,0098;4,2;0,002;0,054;0,06;17;22,9;1,244;-0,147;63;0,03;0,81;0,9;15;28;13;3,3;2,4;7,13;6,32;0,14;0,11;601;538;0,169;0,316;35,277;34,033;43,1;20,2;41,8;24,8;
5228;LR-37562-961-Nappi-20180405-1-55-33,5;LR-37562-961-Nappi;LR;37562;961;Nappi;1;37562-961-Nappi-1;20180405;14;31,6;55;13,1381125;13,00038461;13,0378698;13,00171223;41,10960958;13,00186141;13,766659;13,01383879;0,145126322;-0,007692156;0,076236575;0,016229344;-1,249045772;-0,016921462;0,335303595;-0,046121116;0,146153846;-0,007692308;0,076384615;0,016230769;-3;-0,016923077;0,348461538;-0,046153846;1,9;-0,1;0,993;0,211;-39;-0,22;4,53;-0,6;13;20;7;1,4;2;6,76;2,23;0,45;0,67;590;629;0,319;0,108;36,27;35,277;21,4;21,5;23,7;21,8;
5232;LR-37651-476-Krookus-20170927-3-94-44,5;LR-37651-476-Krookus;LR;37651;476;Krookus;3;37651-476-Krookus-3;20170927;39;43,5;94;23,34523506;23,07834483;23,07842718;23,00000785;23;23,00003478;23,02873205;23;0,172190815;0,082421549;-0,082464732;0,000826087;0;0,001739129;0,049958396;0;0,173913043;0,082608696;-0,082652174;0,000826087;0;0,00173913;0,05;0;4;1,9;-1,901;0,019;0;0,04;1,15;0;23;39;16;3,1;3,1;5,85;4,7;0,14;0,1;0;0;0,134;0,115;33,313;35,214;41,3;39,4;45,1;41,1;
5235;LR-37651-588-Nauru-20180411-1-112-28,4;LR-37651-588-Nauru;LR;37651;588;Nauru;1;37651-588-Nauru-1;20180411;15;27,6;112;33,17468915;33,63406012;33,04273596;33,00000491;33;33,00110453;33,04023154;33;0,102668044;0,194480116;-0,050865178;0,000545454;0;-0,008181636;0,049353828;0;0,103030303;0,196969697;-0,050909091;0,000545455;0;-0,008181818;0,049393939;0;3,4;6,5;-1,68;0,018;0;-0,27;1,63;0;33;48;15;1,7;1,7;5,8;4,17;0,7;0,97;0;0;0,199;0,181;29,587;31,267;27,4;20,9;26,2;22,8;
5254;LR-38039-143-Meirami-20170502-1-98-38,3;LR-38039-143-Meirami;LR;38039;143;Meirami;1;38039-143-Meirami-1;20170502;18;38,3;98;40,06557126;42,04628402;35,12944874;35,00005316;37;35,00009143;35,34970438;35,0690747;0,508310625;0,587342973;-0,085874002;-0,001742855;-0,330297355;-0,00228571;0,140776876;0,062774555;0,557142857;0,665714286;-0,086085714;-0,001742857;-0,342857143;-0,002285714;0,141714286;0,062857143;19,5;23,3;-3,013;-0,061;-12;-0,08;4,96;2,2;35;41;6;3,7;1,5;7,84;2,88;0,26;0,34;531;543;0,218;0,279;28,074;31,087;36,2;12,9;35;15,5;
5260;LR-39730-1090-mutteri-20170830-1-93-30,3;LR-39730-1090-mutteri;LR;39730;1090;mutteri;1;39730-1090-mutteri-1;20170830;35;29;93;27,38904891;28,21772493;27,09144101;27,00004267;27;27,00311278;27;27,00018518;0,168750102;0,294851215;-0,082184834;-0,001777776;0;0,015184018;0;0,003703687;0,17037037;0,303703704;-0,08237037;-0,001777778;0;0,015185185;0;0,003703704;4,6;8,2;-2,224;-0,048;0;0,41;0;0,1;27;42;15;2;1,9;5,82;5,82;1,36;0,95;0;0;0,199;0,247;32,974;35,198;28,8;20,6;28,8;24,2;
5282;LR-40342-517-Inari hol-20171211-5-100-59,7;LR-40342-517-Inari hol;LR;40342;517;Inari hol;5;40342-517-Inari hol-5;20171211;50;57,7;100;25,0031998;25,43796375;25,00369773;25,00000002;41,40048309;25,00135196;25,00096798;25,01619475;0,015998635;0,185830925;0,017198304;4,00E-05;0,922464338;0,010399625;0,008799773;-0,03598446;0,016;0,188;0,0172;0,00004;1,32;0,0104;0,0088;-0,036;0,4;4,7;0,43;0,001;33;0,26;0,22;-0,9;25;45;20;2,7;3,6;6,05;5,83;0,48;0,22;704;671;0,117;0,116;31,452;31,022;54,9;50,2;51,7;51,3;
5285;LR-40342-648-Melppi-20180207-1-105-30,9;LR-40342-648-Melppi;LR;40342;648;Melppi;1;40342-648-Melppi-1;20180207;6;30,4;105;28,42903445;27,00462923;27,22693637;27,00009869;42,63801121;27,02363595;27,13169549;27,00018518;-0,318413526;-0,018516402;0,12920216;-0,002703697;-0,885066816;0,041827442;-0,098568422;-0,003703687;-0,32962963;-0,018518519;0,129925926;-0,002703704;-1,222222222;0,041851852;-0,098888889;-0,003703704;-8,9;-0,5;3,508;-0,073;-33;1,13;-2,67;-0,1;27;47;20;1,9;2;2,62;5,29;1,84;0,71;477;510;0,144;0,217;33,721;30,213;24,3;24,8;16;24,9;
5287;LR-41024-269-Ebba-20171017-6-100-42,1;LR-41024-269-Ebba;LR;41024;269;Ebba;6;41024-269-Ebba-6;20171017;42;41,6;100;28,837649;28,93596378;28,03291216;28,00001207;53,85164807;28,02485326;28,05588886;28,00874863;0,241614504;0,255037;-0,048462026;0,000928571;-1,024007486;-0,042117935;0,063130285;0,024994794;0,246428571;0,260714286;-0,0485;0,000928571;-1,642857143;-0,042142857;0,063214286;0,025;6,9;7,3;-1,358;0,026;-46;-1,18;1,77;0,7;28;40;12;3,1;2,4;4,8;3,03;0,09;1,27;654;700;0,133;0,107;33,517;34,875;35,6;28,3;35,9;29;
5291;LR-41024-326-Keiju-20170307-2-81-47,8;LR-41024-326-Keiju;LR;41024;326;Keiju;2;41024-326-Keiju-2;20170307;10;48,1;81;16,1245155;13,92695229;8,23683926;8,00001225;19,6977156;8,000224997;8,623711498;8,000624976;1,051650213;0,958893892;0,240385191;0,001749998;-1,152571997;0,007499859;0,38265969;0,012499349;1,75;1,425;0,245125;0,00175;-2,25;0,0075;0,4025;0,0125;14;11,4;1,961;0,014;-18;0,06;3,22;0,1;8;12;4;3,1;3;7,08;3,86;0,11;0,05;608;626;0,18;0,166;31,834;29,873;35,3;23,9;38,5;24,5;
5295;LR-41024-352-Leenu-20180427-3-66-53,7;LR-41024-352-Leenu;LR;41024;352;Leenu;3;41024-352-Leenu-3;20180427;17;56,3;66;34,91360766;34,8810837;33,02389341;33,00003638;38,58756276;33;33,00378766;33,00378766;0,332619692;0,329909938;-0,038042244;-0,001484847;-0,544863915;0;-0,015150356;0,015150356;0,345454545;0,342424242;-0,038060606;-0,001484848;-0,606060606;0;-0,015151515;0,015151515;11,4;11,3;-1,256;-0,049;-20;0;-0,5;0,5;33;49;16;3,6;3,1;7,37;7,87;0,15;0,15;673;693;0,133;0,182;33,005;34,261;53,3;42;55,3;43,9;
5305;LR-41024-475-Jita-20170531-3-86-31,1;LR-41024-475-Jita;LR;41024;475;Jita;3;41024-475-Jita-3;20170531;22;31,5;86;37,2613741;35,72618088;30,00593956;30,00037001;78,92401409;30,00337481;30,31230113;30,00816556;0,634913021;0,574028358;-0,019897374;-0,004966626;-1,180878463;-0,014998875;0,143669937;-0,0233291;0,736666667;0,646666667;-0,0199;-0,004966667;-2,433333333;-0,015;0,144666667;-0,023333333;22,1;19,4;-0,597;-0,149;-73;-0,45;4,34;-0,7;30;31;1;1,3;2;6,05;1,71;1,74;2,19;539;612;0,223;0,372;32,839;33,436;25,4;6;29,5;7,4;
5325;LR-41032-278-Leader-20170602-2-62-44;LR-41032-278-Leader;LR;41032;278;Leader;2;41032-278-Leader-2;20170602;22;42,2;62;24,01686907;24,55687277;24,00679156;24,00001875;46,64761516;24,00005208;24,02124268;24,03518255;-0,037482437;-0,213368642;-0,023787179;0,001249999;-1,030376827;0,00208333;0,042058516;0,054113784;-0,0375;-0,216666667;-0,023791667;0,00125;-1,666666667;0,002083333;0,042083333;0,054166667;-0,9;-5,2;-0,571;0,03;-40;0,05;1,01;1,3;24;34;10;3,9;2,6;5,14;4,13;0,13;0,08;480;520;0,15;0,12;33,273;33,844;25,9;31,1;34;34,9;
5333;LR-41032-307-Laatokka-20170127-1-74-23,9;LR-41032-307-Laatokka;LR;41032;307;Laatokka;1;41032-307-Laatokka-1;20170127;4;25,9;74;32,53936078;33,96998675;32,00728806;32,00009025;36,7151195;32,02479664;32,07970698;32,00562451;0,182327381;0,342231861;0,02134051;0,002374996;0,51238946;-0,03935467;0,070507927;0,018747803;0,184375;0,35625;0,02134375;0,002375;0,5625;-0,039375;0,070625;0,01875;5,9;11,4;0,683;0,076;18;-1,26;2,26;0,6;32;43;11;2;1,4;4,54;2,28;0,08;1,34;532;514;0,309;0,233;31,815;31,132;20,8;9,4;16,7;10,8;
5339;LR-41032-324-Lauha-20180326-2-42-47,3;LR-41032-324-Lauha;LR;41032;324;Lauha;2;41032-324-Lauha-2;20180326;13;47,2;42;10,98362417;7,874642849;6,00020008;6,000660047;6;6,020797289;7,086106124;6,020797289;0,99289439;0,704494064;-0,008166485;0,014832246;0;0,083141232;0,560992729;-0,083141232;1,533333333;0,85;-0,008166667;0,014833333;0;0,083333333;0,628333333;-0,083333333;9,2;5,1;-0,049;0,089;0;0,5;3,77;-0,5;6;10;4;2,3;2,8;4,99;1,22;0,54;0,04;0;0;0,127;0,038;34,266;34,315;37,3;32,2;41,6;32,4;
5366;LR-41243-398-Lola-20170920-2-52-43,2;LR-41243-398-Lola;LR;41243;398;Lola;2;41243-398-Lola-2;20170920;38;47,4;52;22,1;19,37937047;14,07022445;14,00001729;62,58594091;14,00060356;14,36552818;14,00571312;0,884748446;0,763503852;0,09995153;0,001571427;1,345195083;-0,009285447;0,226068388;0,028563658;1,221428571;0,957142857;0,100285714;0,001571429;4,357142857;-0,009285714;0,23;0,028571429;17,1;13,4;1,404;0,022;61;-0,13;3,22;0,4;14;18;4;2,4;2;7,1;3,88;0,15;0,28;595;534;0,171;0,149;32,505;31,101;39,4;26;43,1;26;
5372;LR-41243-474-H, Herttuli-20180104-5-55-49,1;LR-41243-474-H, Herttuli;LR;41243;474;H, Herttuli;5;41243-474-H, Herttuli-5;20180104;1;50,2;55;16,48302157;19,17315832;14,00126223;14,00003889;51,92301994;14,00000357;14,00660201;14,00892573;0,556026974;0,752200033;-0,013427764;-0,002357138;1,297787624;0,000714286;0,030704633;0,035699113;0,621428571;0,935714286;-0,013428571;-0,002357143;3,571428571;0,000714286;0,030714286;0,035714286;8,7;13,1;-0,188;-0,033;50;0,01;0,43;0,5;14;24;10;3,6;3,1;6,69;6,26;0,13;0,12;491;441;0,137;0,17;33,384;33,572;45,9;32,8;47,2;38,5;
5390;LR-41628-331-Elaine-20170109-5-98-37,6;LR-41628-331-Elaine;LR;41628;331;Elaine;5;41628-331-Elaine-5;20170109;2;40,1;98;39,02319823;37,99065675;26,22162474;26,00012617;29,52964612;26,00076922;29,46353;26,08466983;0,841600257;0,81704495;0,130107005;-0,003115375;0,493941369;-0,007692156;0,489757678;0,080594278;1,119230769;1,065384615;0,130846154;-0,003115385;0,538461538;-0,007692308;0,533076923;0,080769231;29,1;27,7;3,402;-0,081;14;-0,2;13,86;2,1;26;28;2;3,1;1;19,46;5,6;0,85;1,05;547;533;0,497;0,578;32,5;29,098;38;10,3;40;10,9;
5394;LR-41628-458-Kellotar-20180420-3-55-42,8;LR-41628-458-Kellotar;LR;41628;458;Kellotar;3;41628-458-Kellotar-3;20180420;16;42;55;24,21652328;23,88493249;18,04673943;18,00021511;30,8058436;18,00173603;20,23308182;18,03357979;0,732815102;0,717254578;0,071986507;0,00488885;0,946773274;0,013887996;0,47425729;0,061035207;0,9;0,872222222;0,072111111;0,004888889;1,388888889;0,013888889;0,513333333;0,061111111;16,2;15,7;1,298;0,088;25;0,25;9,24;1,1;18;23;5;3,9;2,8;17,01;7,77;0,47;0,22;688;663;0,432;0,344;27,566;26,268;39;23,3;40,3;24,1;
5403;LR-41916-215-Joulu-20180420-4-58-68,6;LR-41916-215-Joulu;LR;41916;215;Joulu;4;41916-215-Joulu-4;20180420;16;67,2;58;14,56021978;16,64331698;14,02481929;14,00000175;71,38627319;14,00000357;14,00788706;14,00035714;-0,278299659;-0,57133748;0,05950111;0,0005;-1,373400767;-0,000714286;-0,033558825;-0,007142736;-0,285714286;-0,642857143;0,059571429;0,0005;-5;-0,000714286;-0,033571429;-0,007142857;-4;-9;0,834;0,007;-70;-0,01;-0,47;-0,1;14;27;13;2,9;3;6,72;7,19;0,11;0,12;845;915;0,139;0,132;38,187;37,353;44,9;53,9;49,3;53,3;
5404;LR-41916-217-Juoru-20180306-4-54-48,2;LR-41916-217-Juoru;LR;41916;217;Juoru;4;41916-217-Juoru-4;20180306;10;48;54;16,68202626;17,4416169;15,02105273;15,00002083;18,60107524;15,01451298;15,00016333;15,00033333;0,452924159;0,535503119;0,052950458;-0,001666665;0,632748835;-0,043971638;-0,004666633;-0,006666568;0,486666667;0,593333333;0,053;-0,001666667;0,733333333;-0,044;-0,004666667;-0,006666667;7,3;8,9;0,795;-0,025;11;-0,66;-0,07;-0,1;15;26;11;2;2,1;5,07;5,14;0,13;0,79;702;691;0,122;0,147;35,465;34,67;41,4;32,5;42;34,7;
5423;LR-41996-342-Illi-20170914-4-71-48,3;LR-41996-342-Illi;LR;41996;342;Illi;4;41996-342-Illi-4;20170914;37;49;71;34,44938316;36,84033116;26,0108728;26,00021202;26,92582404;26,02586406;26,60469132;26,17250466;0,715553113;0,787317547;0,028915016;0,00403844;0,262994732;-0,044585817;0,213613542;0,114876605;0,869230769;1,003846154;0,028923077;0,004038462;0,269230769;-0,044615385;0,216923077;0,115384615;22,6;26,1;0,752;0,105;7;-1,16;5,64;3;26;27;1;4;1;5,95;0,31;0,17;1,33;656;649;0,129;0,024;32,187;31,435;44,8;18,7;46,8;24,2;
5443;LR-42345-518-Kiira-20170613-3-99-26;LR-42345-518-Kiira;LR;42345;518;Kiira;3;42345-518-Kiira-3;20170613;24;27,1;99;60,20307301;60,80863426;56,03499264;56,01567303;56;56,39110657;56,17102812;56,07503901;0,375879637;0,40035716;0,03534242;-0,0236563;0;-0,117844298;0,078055377;0,051739496;0,394642857;0,423214286;0,035357143;-0,023660714;0;-0,118392857;0,078214286;0,051785714;22,1;23,7;1,98;-1,325;0;-6,63;4,38;2,9;56;57;1;3,9;1;6,24;1,86;0,2;6,83;0;0;0,225;1,55;32,922;30,942;26,9;3,2;27,2;5,1;
5444;LR-42345-539-Kummeli-20170711-2-83-46,5;LR-42345-539-Kummeli;LR;42345;539;Kummeli;2;42345-539-Kummeli-2;20170711;28;48,3;83;27,09686329;16,91892432;14,02329719;14,00000514;14;14,39290103;14,28119043;14,0014285;-1,027845186;-0,596199141;-0,057650333;-0,000857143;0;0,234193776;-0,198768808;-0,014284743;-1,657142857;-0,678571429;-0,057714286;-0,000857143;0;0,238571429;-0,201428571;-0,014285714;-23,2;-9,5;-0,808;-0,012;0;3,34;-2,82;-0,2;14;27;13;4,4;4,6;4,74;7,56;3,47;0,13;0;0;0,164;0,176;32,114;32,922;34,1;43,6;19,3;42,5;
5452;LR-42497-529-Lilah-20180427-2-24-57,5;LR-42497-529-Lilah;LR;42497;529;Lilah;2;42497-529-Lilah-2;20180427;17;56;24;15,65247584;12,28861261;7,13473195;7,000025786;7;7,000257138;8,178807982;7,006425622;1,107148718;0,964736995;-0,194646804;0,002714279;0;0,008571219;0,543564803;0,042830933;2;1,442857143;-0,197142857;0,002714286;0;0,008571429;0,604285714;0,042857143;14;10,1;-1,38;0,019;0;0,06;4,23;0,3;7;10;3;3,3;3;11,65;7,42;0,21;0,15;0;0;0,315;0,296;33,203;34,583;35,6;25,5;40;26;
5466;LR-42517-539-Haisku-20171016-5-80-35,9;LR-42517-539-Haisku;LR;42517;539;Haisku;5;42517-539-Haisku-5;20171016;42;38,1;80;25,98865137;26,57066051;25,0131834;25,00001152;28,17800561;25,08147524;25,01344438;25,0241883;0,276714037;0,345555581;-0,032468586;-0,00096;-0,479519292;-0,080624848;0,032788245;0,043971638;0,284;0,36;-0,03248;-0,00096;-0,52;-0,0808;0,0328;0,044;7,1;9;-0,812;-0,024;-13;-2,02;0,82;1,1;25;32;7;2,9;1,8;5,29;4,47;0,33;2,35;642;655;0,155;0,179;28,862;29,674;34,8;25,8;33,7;26,6;
5476;LR-42517-695-Mainio-20180201-1-100-33,2;LR-42517-695-Mainio;LR;42517;695;Mainio;1;42517-695-Mainio-1;20180201;5;32,6;100;21,06086418;21,18584433;21,00000952;21,00000536;22,47220505;21,00000952;21,00011667;21,00095236;0,076043559;0,132551532;-0,000952381;-0,000714286;0,363978957;-0,000952381;0,003333321;0,009523522;0,076190476;0,133333333;-0,000952381;-0,000714286;0,380952381;-0,000952381;0,003333333;0,00952381;1,6;2,8;-0,02;-0,015;8;-0,02;0,07;0,2;21;42;21;3,6;3,4;6,6;6,53;0,09;0,11;665;657;0,235;0,25;30,861;30,881;28,3;25,5;27,6;26;
5480;LR-43916-1618-Katariina-20170719-3-85-50,9;LR-43916-1618-Katariina;LR;43916;1618;Katariina;3;43916-1618-Katariina-3;20170719;29;47,3;85;33,6602139;27,05346558;27,45252804;27,00035266;29,96664813;27,05221618;27,05346558;27,01184925;0,639936062;-0,062879958;0,181821385;-0,005111067;-0,448723344;-0,062142108;0,062879958;0,029620963;0,744444444;-0,062962963;0,183851852;-0,005111111;-0,481481481;-0,062222222;0,062962963;0,02962963;20,1;-1,7;4,964;-0,138;-13;-1,68;1,7;0,8;27;36;9;3,1;2,3;6,76;5,06;0,22;1,9;601;614;0,162;0,3;33,659;28,695;31,1;32,8;41,7;21,6;
5522;LR-47483-338-Iltasatu-20170703-3-54-38,4;LR-47483-338-Iltasatu;LR;47483;338;Iltasatu;3;47483-338-Iltasatu-3;20170703;27;39,5;54;17,09502852;18,9620674;17,00127242;17,00039576;17;17,00010588;17,33863028;17,00264685;0,105489309;0,458930663;-0,012234684;0,006823424;0;0,003529397;0,197961107;0,017645227;0,105882353;0,494117647;-0,012235294;0,006823529;0;0,003529412;0,200588235;0,017647059;1,8;8,4;-0,208;0,116;0;0,06;3,41;0,3;17;26;9;3,3;3;7,5;4,09;0,17;0,11;0;0;0,246;0,13;27,236;27,444;37,4;29;34,9;33,1;
5528;LR-48799-392-Mosse-20180207-1-100-42,6;LR-48799-392-Mosse;LR;48799;392;Mosse;1;48799-392-Mosse-1;20180207;6;43,1;100;30,50262284;29,6;28,00010045;28,00003945;79,12016178;28,00035;28,13668246;28,002857;0,407905122;0,330297355;-0,002678565;-0,00167857;1,209067085;0,004999958;0,09860772;0,014284743;0,432142857;0,342857143;-0,002678571;-0,001678571;2,642857143;0,005;0,098928571;0,014285714;12,1;9,6;-0,075;-0,047;74;0,14;2,77;0,4;28;42;14;3,7;3,3;13,9;11,13;0,59;0,45;74;0;0,365;0,412;32,557;32,632;37,5;27,9;38,1;26;
5565;LR-50427-617-KAMU-20171212-3-94-51,3;LR-50427-617-KAMU;LR;50427;617;KAMU;3;50427-617-KAMU-3;20171212;50;50,3;94;28,15386297;28,80555502;26,09760573;26,00000623;26,47640459;26,00009423;26,15682702;26,04323329;0,393698224;0,445016225;0,086514276;-0,000692308;0,189988288;0,002692301;0,109559527;0,057628427;0,415384615;0,476923077;0,086730769;-0,000692308;0,192307692;0,002692308;0,11;0,057692308;10,8;12,4;2,255;-0,018;5;0,07;2,86;1,5;26;37;11;4,6;3,1;14,42;11,56;0,37;0,3;698;693;0,303;0,321;32,74;30,485;46,1;33,7;47,5;36,7;
5567;LR-50427-631-KARKKI-20170306-2-64-41,8;LR-50427-631-KARKKI;LR;50427;631;KARKKI;2;50427-631-KARKKI-2;20170306;10;48,8;64;38,73306081;57,45963801;38,01948302;38,0000398;44,41846463;38,00015921;38,00800442;38,02223034;0,19486392;-0,848200792;-0,032015373;-0,001447367;0,544280485;0,002894729;-0,020523434;0,034197189;0,197368421;-1,134210526;-0,032026316;-0,001447368;0,605263158;0,002894737;-0,020526316;0,034210526;7,5;-43,1;-1,217;-0,055;23;0,11;-0,78;1,3;38;60;22;4,6;3,3;14,99;15,77;0,38;0,27;601;578;0,298;0,353;35,502;36,719;0;43,1;51,1;43,6;
5575;LR-50476-1016-Kirpeä-20180425-3-61-39,5;LR-50476-1016-Kirpeä;LR;50476;1016;Kirpeä;3;50476-1016-Kirpeä-3;20180425;17;39,1;61;18,26499384;19,53867959;18,15758158;18,00007225;35,84689666;18,00000278;18,00187768;18,00027778;0,170549165;0,399515494;-0,131841858;-0,002833326;1,044729908;-0,000555555;-0,01444344;0,005555498;0,172222222;0,422222222;-0,132611111;-0,002833333;1,722222222;-0,000555556;-0,014444444;0,005555556;3,1;7,6;-2,387;-0,051;31;-0,01;-0,26;0,1;18;31;13;4;3,9;4,79;5,05;0,11;0,12;653;622;0,129;0,18;22,341;24,728;36,8;29,2;35,5;32,4;
5577;LR-50476-115-Milena-20180221-1-55-41,4;LR-50476-115-Milena;LR;50476;115;Milena;1;50476-115-Milena-1;20180221;8;40,6;55;14,31782106;14,70544117;14,03032729;14,00002604;52,88667129;14;14,00365667;14,00571312;0,211093333;0,310998281;0,065762179;-0,001928569;1,302885904;0;-0,022853164;0,028563658;0,214285714;0,321428571;0,065857143;-0,001928571;3,642857143;0;-0,022857143;0,028571429;3;4,5;0,922;-0,027;51;0;-0,32;0,4;14;28;14;4;3,6;4,27;4,59;0,12;0,12;593;542;0,114;0,141;25,198;24,276;38,2;33,7;41,3;38,3;
5584;LR-50476-169-Maku-20180425-1-61-25,8;LR-50476-169-Maku;LR;50476;169;Maku;1;50476-169-Maku-1;20180425;17;24,3;61;18,26499384;18,52997572;18,15758158;18,00009344;28,42534081;18,00046944;18,00146938;18,04688339;0,170549165;0,239743109;-0,131841858;-0,003222211;-0,885066816;-0,007222097;0,012777082;0,072097042;0,172222222;0,244444444;-0,132611111;-0,003222222;-1,222222222;-0,007222222;0,012777778;0,072222222;3,1;4,4;-2,387;-0,058;-22;-0,13;0,23;1,3;18;31;13;3;1,7;5,18;4,95;0,09;0,22;527;549;0,244;0,302;22,341;24,728;21,3;16,9;22;18,9;
